Client,Address,Expiration Date,Status,Premium,VIN,State,Manufacturer,Car Model,Autonomous Software,Sensors,Computing Units,Connectivity,Power System,Braking System,Steering System,Price,Policy Channel,Year,Mileage,Accident History,Ownership,Average Annual Mileage,Annual Mileage,Repair Records,Maintenance Records,Usage,Claim Records
Thomas Flores,"USS Anderson
FPO AP 00997",2024-10-08,Expired,143.36,R7HWSUCNUREXRGPMY,AP,Tesla,Tesla Model S,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,79990,4S Stores,2022,25869,0,Company Ownership,8623,"[8985, 8595, 8289]",1,4,Personal,"[{'date': datetime.date(2023, 5, 1), 'amount': 3644.46}]"
Elizabeth King,"048 John Stravenue
New Jason, MA 44585",2024-09-19,Expired,114.72999999999999,F3JZ9M04DHEB8N653,MA,Audi,Audi Q4 e-tron,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,45000,Online,2022,25622,0,Company Ownership,8540,"[9030, 7770, 8822]",0,4,Personal,"[{'date': datetime.date(2024, 10, 28), 'amount': 2099.72}, {'date': datetime.date(2022, 7, 19), 'amount': 4436.21}]"
Alisha Little DVM,"772 Bianca Squares
East Michaelburgh, NH 21808",2024-10-07,Expired,115.61,LJCGBCVC7DSH8UBJA,NH,Audi,Audi Q4 e-tron,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,45000,Online,2015,118016,0,Personal Ownership,11801,"[11507, 11578, 11376, 12079, 11721, 11770, 11653, 13126, 10563, 12643]",4,9,Rental,"[{'date': datetime.date(2019, 10, 16), 'amount': 3549.79}]"
Daniel Brown,"923 Julia Haven
Lake Karaside, WA 17394",2024-09-20,Expired,111.28,MK2JZ9D2UMTU3CWUB,WA,Tesla,Tesla Model 3,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,39990,Online,2018,72768,0,Personal Ownership,10395,"[10931, 10142, 10266, 10162, 9734, 11118, 10415]",1,6,Personal,"[{'date': datetime.date(2024, 10, 28), 'amount': 713.49}, {'date': datetime.date(2020, 11, 14), 'amount': 2087.9}, {'date': datetime.date(2024, 9, 12), 'amount': 2644.88}]"
Lorraine Hubbard,"38219 Bryant Road
North Joseph, MA 60756",2024-10-10,Expired,131.73,5RHS7238LB05FZSK1,MA,Mercedes-Benz,Mercedes-Benz EQC,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,67000,Agent,2016,102935,0,Company Ownership,11437,"[11267, 10422, 11352, 11692, 12588, 10812, 12526, 10497, 11779]",2,16,Commercial,[]
Thomas Brown,"534 Christopher Neck
East Michaelport, TX 38020",2024-09-13,Expired,166.97,5JKGNV2PPND20U96S,TX,Mercedes-Benz,Mercedes-Benz S-Class,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,110000,In-Vehicle Infotainment System,2020,57840,0,Company Ownership,11568,"[10811, 11634, 12516, 11874, 11005]",1,4,Personal,"[{'date': datetime.date(2023, 4, 17), 'amount': 1911.03}]"
Erica Benton,"0731 Mary Cape Suite 604
Barbershire, OH 42637",2024-09-25,Expired,104.75,AW0Z4KAP0WXVVT5ZA,OH,BYD,BYD Song Plus,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,32000,Online,2018,73350,2,Company Ownership,10478,"[11093, 10003, 10174, 10032, 11054, 11293, 9701]",1,12,Commercial,"[{'date': datetime.date(2024, 10, 28), 'amount': 2020.62}]"
Deborah Hudson,"6287 Garner Groves Apt. 846
Jeremyland, OR 56658",2024-10-22,Expired,95.31,8XHGN4HT5KAHGX2GG,OR,XPeng,XPeng G3i,XPilot,LiDAR,Xavier AI Chip,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,20000,4S Stores,2017,95578,0,Company Ownership,11947,"[11063, 11958, 12442, 12717, 11899, 11403, 11225, 12871]",3,7,Personal,"[{'date': datetime.date(2021, 4, 9), 'amount': 4227.67}, {'date': datetime.date(2023, 1, 11), 'amount': 1097.96}]"
Stephanie Good,"370 Mary Village
Port Jeffreyberg, NH 44676",2024-10-06,Expired,136.13,YZK0FG3XDSJ9ZD35G,NH,Audi,Audi Q8 e-tron,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,74000,Online,2018,87811,0,Company Ownership,12544,"[11642, 12176, 11774, 12060, 14103, 13679, 12377]",1,12,Rental,"[{'date': datetime.date(2020, 10, 31), 'amount': 4963.16}, {'date': datetime.date(2019, 9, 16), 'amount': 888.54}, {'date': datetime.date(2024, 10, 12), 'amount': 779.95}]"
James Acosta,"3003 Gibbs Gardens Suite 855
North Michaelbury, ID 86508",2024-09-26,Expired,116.78999999999999,YZ27SZDFKU8FDCNYR,ID,NIO,NIO EC6,NIO Pilot,LiDAR,NVIDIA Orin,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,49000,In-Vehicle Infotainment System,2020,51555,1,Company Ownership,10311,"[10864, 9333, 10536, 11082, 9740]",2,4,Personal,"[{'date': datetime.date(2024, 10, 28), 'amount': 4416.19}, {'date': datetime.date(2024, 5, 12), 'amount': 1298.68}, {'date': datetime.date(2018, 11, 9), 'amount': 931.97}]"
Gilbert Shea,"32722 Watson Street Apt. 110
West Jennifer, ME 86915",2024-10-18,Expired,147.25,DSJUKHMDK0K4KGRT3,ME,Audi,Audi A8 L,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,86000,In-Vehicle Infotainment System,2024,0,0,Company Ownership,0,[0],1,0,Rental,"[{'date': datetime.date(2024, 10, 28), 'amount': 4715.11}, {'date': datetime.date(2024, 8, 30), 'amount': 2652.15}]"
Jaime Melton,"238 Lopez Corner
Ambermouth, KS 47258",2024-09-09,Expired,101.11,V59NPJGX7A4XJRAUT,KS,BYD,BYD Seal,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,28000,Online,2014,138315,1,Personal Ownership,12574,"[11964, 12583, 12913, 13657, 13700, 13290, 11016, 11876, 12863, 13393, 11060]",4,20,Rental,"[{'date': datetime.date(2024, 5, 31), 'amount': 4068.58}, {'date': datetime.date(2022, 5, 11), 'amount': 1639.48}]"
Stacey Harvey,"06411 Lisa Stream Apt. 645
Christensenstad, MH 59310",2024-10-18,Expired,95.27,VN9MV899NY9CW5VY6,MH,BYD,BYD Dolphin,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,20000,Online,2023,13837,0,Company Ownership,6918,"[6252, 7585]",0,1,Commercial,[]
Eileen Diaz,"276 Todd Green
Kimberlyside, NJ 09818",2024-09-10,Expired,106.33,914UZX92W8FGFAHS4,NJ,BYD,BYD Tang,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,35000,In-Vehicle Infotainment System,2015,117900,0,Personal Ownership,11790,"[12499, 10963, 12813, 12701, 11726, 12203, 10135, 11231, 12702, 10927]",0,9,Commercial,"[{'date': datetime.date(2024, 6, 11), 'amount': 653.09}]"
Erin Gilmore,"31221 Olsen Glen Apt. 937
East Robertborough, FM 13877",2024-10-14,Expired,131.59,9BFN6J2CM1B17AFNL,FM,Mercedes-Benz,Mercedes-Benz EQC,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,67000,4S Stores,2023,14296,0,Company Ownership,7148,"[7053, 7243]",0,1,Personal,"[{'date': datetime.date(2023, 7, 18), 'amount': 651.39}]"
Lisa Howell,"8305 Nicholas Prairie
New Brandontown, AS 88901",2024-10-09,Expired,113.95,W7EE4WMMBKCU968NU,AS,Audi,Audi Q4 e-tron,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,45000,Online,2016,114165,0,Company Ownership,12685,"[12340, 11858, 13504, 13536, 11472, 13410, 12356, 12527, 13162]",3,8,Rental,[]
Wanda Stevens,"098 Williams Summit Apt. 570
South Andrewview, VA 31710",2024-10-05,Expired,101.64,T4GHCVDYXM01HML2X,VA,BYD,BYD Seal,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,28000,Online,2022,28299,0,Personal Ownership,9433,"[9387, 9847, 9065]",0,2,Personal,"[{'date': datetime.date(2024, 1, 18), 'amount': 1060.17}, {'date': datetime.date(2023, 1, 29), 'amount': 2480.72}, {'date': datetime.date(2020, 11, 9), 'amount': 3910.36}, {'date': datetime.date(2022, 9, 5), 'amount': 4299.0}]"
Christine Rios,"33732 Isaiah Skyway
Port Rachel, OK 86769",2024-10-25,Expired,166.18,YNY2BVKEF52PYR1R5,OK,Mercedes-Benz,Mercedes-Benz S-Class,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,110000,4S Stores,2023,14906,1,Company Ownership,7453,"[6990, 7916]",0,2,Commercial,[]
Robert James,"22796 Caldwell Loop Apt. 622
East Sandratown, AL 79660",2024-09-22,Expired,163.54000000000002,DXWP8P8G189LZXSTH,AL,Mercedes-Benz,Mercedes-Benz S-Class,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,110000,Agent,2015,127292,1,Personal Ownership,12729,"[12499, 12561, 13338, 12958, 12579, 12397, 12559, 12636, 12535, 13230]",1,9,Rental,"[{'date': datetime.date(2024, 4, 30), 'amount': 4068.48}, {'date': datetime.date(2023, 3, 19), 'amount': 814.38}, {'date': datetime.date(2022, 7, 8), 'amount': 1197.39}, {'date': datetime.date(2024, 3, 14), 'amount': 1344.3}]"
Rebecca Thomas,"9991 Dunlap Green Apt. 673
Phillipsview, AL 57956",2024-10-23,Expired,138.32999999999998,U49VB98X3YBJLRHKG,AL,Mercedes-Benz,Mercedes-Benz GLS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,76000,4S Stores,2015,128242,0,Personal Ownership,12824,"[13017, 12518, 13579, 13131, 11943, 12838, 13190, 13305, 11887, 12834]",5,18,Rental,"[{'date': datetime.date(2023, 2, 7), 'amount': 4576.52}]"
Carrie Fleming,"66990 Deborah Rapid Suite 049
East Shelleyberg, NY 39873",2024-09-15,Expired,147.45,EV3M3162937MTCJMJ,NY,BMW,BMW 7 Series,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,87000,Online,2022,26312,0,Personal Ownership,8770,"[8006, 9488, 8818]",0,4,Rental,"[{'date': datetime.date(2021, 11, 22), 'amount': 4295.25}]"
Jean Tanner,"29312 Jacobson Pike
North Linda, RI 31922",2024-10-09,Expired,129.73,2WAFMZFXMPZP7NPYV,RI,Audi,Audi e-tron,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,66000,Online,2018,86844,0,Company Ownership,12406,"[11265, 12137, 11641, 13886, 13207, 12399, 12309]",4,12,Personal,"[{'date': datetime.date(2019, 12, 22), 'amount': 2093.17}]"
Peter Sullivan,"55398 Glenn Crest Apt. 135
Dodsonbury, CT 55616",2024-09-14,Expired,122.31,E7USETZZFUZ5JYALG,CT,Mercedes-Benz,Mercedes-Benz E-Class,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,54000,In-Vehicle Infotainment System,2015,122643,0,Personal Ownership,12264,"[11639, 11185, 12637, 13536, 13242, 12650, 12488, 10646, 12591, 12029]",3,18,Personal,"[{'date': datetime.date(2024, 4, 17), 'amount': 1631.02}]"
Katrina Mcgee,"PSC 6443, Box 7671
APO AP 96551",2024-10-23,Expired,148.53,DBR142DE50R30N4RX,AP,Audi,Audi A8 L,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,86000,Online,2021,43755,0,Personal Ownership,10938,"[10916, 11389, 11549, 9901]",0,3,Commercial,"[{'date': datetime.date(2023, 11, 27), 'amount': 2923.28}, {'date': datetime.date(2023, 6, 28), 'amount': 4890.74}, {'date': datetime.date(2024, 4, 16), 'amount': 752.35}]"
Donald Salazar,"USCGC Thomas
FPO AA 25429",2024-10-06,Expired,163.07999999999998,XH7YBWUW7A9PCBW4P,AA,Mercedes-Benz,Mercedes-Benz S-Class,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,110000,4S Stores,2015,118681,0,Personal Ownership,11868,"[12927, 12843, 10524, 12081, 12674, 11917, 12038, 11622, 10744, 11311]",3,9,Commercial,"[{'date': datetime.date(2021, 8, 30), 'amount': 2471.44}, {'date': datetime.date(2024, 10, 28), 'amount': 2513.82}]"
Alexander Werner,"8939 Riley Lock Apt. 638
North Makayla, FM 26824",2024-10-22,Expired,146.04000000000002,AU8KV54074T7EZD7V,FM,BMW,BMW 7 Series,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,87000,4S Stores,2015,119952,0,Company Ownership,11995,"[11735, 13191, 11480, 10860, 12609, 11478, 12538, 12046, 11485, 12530]",2,18,Commercial,[]
Charles Murphy,"92221 Peter Lodge
Christophermouth, MP 49561",2024-10-18,Expired,133.55,NGUSF1RTMBEWUS1NN,MP,Audi,Audi A6 e-tron,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,70000,Online,2020,51085,0,Personal Ownership,10217,"[10598, 9527, 9648, 9965, 11347]",0,4,Personal,[]
Melanie Larson,"16338 Hannah Highway Suite 080
New Debbie, KS 00584",2024-10-12,Expired,138.0,G6KLJLD9NPTMP6BZA,KS,Mercedes-Benz,Mercedes-Benz GLS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,76000,Agent,2014,130857,0,Company Ownership,11896,"[11503, 12987, 10813, 10954, 12779, 11897, 11237, 12260, 11380, 11502, 13545]",1,20,Commercial,"[{'date': datetime.date(2020, 7, 1), 'amount': 2238.02}, {'date': datetime.date(2022, 1, 21), 'amount': 2061.39}, {'date': datetime.date(2023, 1, 26), 'amount': 2156.19}]"
Scott Wong,"83755 Macdonald Mount Suite 048
Patriciahaven, IN 15394",2024-10-19,Expired,138.95,FCEGWR3FRS7YYSSBA,IN,Mercedes-Benz,Mercedes-Benz GLS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,76000,4S Stores,2024,0,0,Company Ownership,0,[0],0,0,Commercial,"[{'date': datetime.date(2021, 5, 1), 'amount': 4975.76}]"
Nicole Ramos,"268 Patrick Brooks Apt. 738
Port Jeffview, VA 73375",2024-10-06,Expired,158.37,8AFL9P5EV7RYFA7CD,VA,Mercedes-Benz,Mercedes-Benz EQS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,102000,Agent,2017,85033,1,Company Ownership,10629,"[10447, 9656, 9767, 10142, 11380, 11614, 10517, 11510]",3,7,Commercial,"[{'date': datetime.date(2024, 6, 30), 'amount': 1317.15}]"
Angela Rodriguez,"Unit 4936 Box 1003
DPO AE 02239",2024-10-20,Expired,122.88,MC603AZ5RVW73N904,AE,BMW,BMW i4,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,56000,In-Vehicle Infotainment System,2015,117869,1,Personal Ownership,11786,"[12292, 11993, 11608, 12145, 11737, 12292, 11127, 12471, 12078, 10126]",0,9,Personal,"[{'date': datetime.date(2024, 10, 28), 'amount': 2850.4}, {'date': datetime.date(2024, 7, 9), 'amount': 2593.66}, {'date': datetime.date(2024, 4, 1), 'amount': 2255.57}]"
Alexis Moyer MD,"36749 Katherine Cape
New Matthewhaven, PA 76621",2024-09-17,Expired,107.28,KGBH66Y9DPJHZ6PSC,PA,BYD,BYD Tang,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,35000,4S Stores,2016,119791,0,Personal Ownership,13310,"[12166, 13254, 12136, 12746, 15177, 12614, 13209, 15240, 13249]",1,8,Rental,[]
Heidi Ali,"7550 Erik Harbor Suite 212
Lake Williamborough, ME 50253",2024-10-10,Expired,150.45,26G42X4NVYA67NFMT,ME,Tesla,Tesla Model X,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,89990,Online,2022,25292,0,Personal Ownership,8430,"[8139, 9057, 8096]",0,2,Commercial,"[{'date': datetime.date(2019, 12, 14), 'amount': 1078.13}]"
Gary Wilson,"7351 Moore Row
East Penny, NY 88343",2024-10-10,Expired,148.20999999999998,FN8GKNLT00T3KUN90,NY,Tesla,Tesla Model X,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,89990,Agent,2023,14838,0,Personal Ownership,7419,"[6739, 8099]",0,1,Personal,"[{'date': datetime.date(2024, 2, 23), 'amount': 4719.52}, {'date': datetime.date(2023, 11, 20), 'amount': 4234.62}, {'date': datetime.date(2023, 12, 19), 'amount': 1946.79}]"
Joanna Rivera,"Unit 4044 Box 4473
DPO AP 59334",2024-10-12,Expired,105.2,MMHKUYUU2H68SSKLN,AP,BYD,BYD Song Plus,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,32000,Agent,2019,60213,1,Personal Ownership,10035,"[9501, 10317, 9545, 10423, 10939, 9488]",1,5,Personal,"[{'date': datetime.date(2022, 4, 19), 'amount': 3015.32}]"
Carl Cox,"8970 Tracey Hill Apt. 294
Sarahtown, NY 91693",2024-10-07,Expired,103.4,V8MSX0HSLFCJBT9YJ,NY,BYD,BYD Han,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,30000,Online,2023,12962,0,Personal Ownership,6481,"[7088, 5874]",0,2,Personal,"[{'date': datetime.date(2024, 10, 28), 'amount': 2840.28}, {'date': datetime.date(2023, 9, 9), 'amount': 4156.87}]"
John Diaz,"7675 Donald Burg Suite 379
Port Courtney, RI 87034",2024-10-23,Expired,158.16,8YMGEXB6T7TE1A8C6,RI,Mercedes-Benz,Mercedes-Benz EQS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,102000,Online,2019,63968,0,Personal Ownership,10661,"[10008, 10267, 10462, 12131, 11210, 9890]",0,5,Personal,"[{'date': datetime.date(2021, 9, 24), 'amount': 3865.06}, {'date': datetime.date(2024, 10, 28), 'amount': 3321.93}]"
Briana Hall,"9635 Shaffer Crossing
West William, NC 43662",2024-10-24,Expired,138.11,4E33V0D029DZHELFR,NC,Mercedes-Benz,Mercedes-Benz GLS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,76000,Agent,2015,113798,0,Company Ownership,11379,"[12349, 12367, 11942, 11586, 10461, 11824, 10096, 11335, 10461, 11377]",2,9,Rental,"[{'date': datetime.date(2022, 7, 16), 'amount': 2368.97}]"
John Young,"84772 Tommy Turnpike Suite 774
Port Jamesside, MS 09385",2024-10-05,Expired,106.84,SPZT2D95DC6CVLE8F,MS,BYD,BYD Tang,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,35000,In-Vehicle Infotainment System,2018,89240,0,Personal Ownership,12748,"[12503, 12151, 12664, 13058, 12604, 14008, 12252]",0,12,Personal,"[{'date': datetime.date(2023, 8, 20), 'amount': 1319.29}, {'date': datetime.date(2018, 11, 12), 'amount': 4543.41}]"
Carmen Smith,"8190 Hall Cape
Port James, MI 08398",2024-10-22,Expired,129.29,P4HM4HUKPJ1S46N0K,MI,BMW,BMW X5 xDrive45e,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,65000,Agent,2023,13930,0,Personal Ownership,6965,"[7104, 6826]",0,2,Personal,"[{'date': datetime.date(2024, 8, 28), 'amount': 4095.41}, {'date': datetime.date(2024, 10, 28), 'amount': 3373.9}, {'date': datetime.date(2022, 2, 13), 'amount': 3552.29}]"
Troy Mckenzie,"5823 Cantu Via
Charleston, DE 19038",2024-10-03,Expired,104.32,1MK5JYCLG67M91FKR,DE,BYD,BYD Song Plus,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,32000,4S Stores,2024,0,0,Company Ownership,0,[0],0,0,Commercial,"[{'date': datetime.date(2024, 10, 28), 'amount': 4053.81}, {'date': datetime.date(2020, 7, 21), 'amount': 862.81}, {'date': datetime.date(2024, 5, 19), 'amount': 1018.97}]"
Wayne Orozco,"42028 Amanda Keys
North Vanessafort, AL 81902",2024-10-11,Expired,102.53999999999999,AZ6RT88R78MNB3TZC,AL,BYD,BYD Han,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,30000,Agent,2018,80784,0,Company Ownership,11540,"[11314, 10503, 10806, 11906, 12533, 10951, 12771]",1,12,Personal,"[{'date': datetime.date(2024, 6, 25), 'amount': 1142.07}, {'date': datetime.date(2023, 5, 15), 'amount': 3417.87}]"
Ashley Moon,"8734 James Cape Apt. 462
West Erichaven, NV 82484",2024-10-09,Expired,122.82,YFGS8DL2USGA78UMX,NV,BMW,BMW i4,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,56000,4S Stores,2018,82297,0,Company Ownership,11756,"[11306, 12537, 11395, 12292, 11527, 11654, 11586]",1,12,Rental,[]
Alexander Jordan,"746 Sara Forge Suite 018
New Taylorton, SD 88748",2024-10-08,Expired,102.58,84L42G50TTB5NTW85,SD,BYD,BYD Han,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,30000,In-Vehicle Infotainment System,2022,24989,0,Company Ownership,8329,"[7598, 8764, 8627]",0,4,Personal,"[{'date': datetime.date(2022, 2, 20), 'amount': 2417.79}, {'date': datetime.date(2023, 12, 19), 'amount': 1973.47}]"
Lucas Stone,"015 Perkins Manors
New Kevinton, PR 76437",2024-10-14,Expired,132.2,5XTMYVDWTB4WFPEGT,PR,Audi,Audi e-tron,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,66000,Agent,2024,0,0,Company Ownership,0,[0],1,0,Commercial,[]
Laura Parker,"5030 Michael Plaza
Port Derrick, VI 46163",2024-10-10,Expired,170.82999999999998,4KC4FN2HTFEF1AH7V,VI,BMW,BMW i7,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,120000,In-Vehicle Infotainment System,2015,124074,0,Company Ownership,12407,"[12073, 12504, 12725, 11924, 11298, 13871, 13377, 12415, 10860, 13027]",2,18,Commercial,"[{'date': datetime.date(2023, 2, 21), 'amount': 4961.7}]"
Juan Dunn,"160 David Extensions Apt. 654
Lake Elizabeth, SD 65683",2024-10-18,Expired,114.47999999999999,78YEWVK61YUJ1WEMJ,SD,Audi,Audi Q4 e-tron,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,45000,Online,2016,112143,0,Personal Ownership,12460,"[11694, 11885, 11789, 13884, 11677, 12037, 12546, 14072, 12559]",0,8,Personal,"[{'date': datetime.date(2024, 10, 28), 'amount': 1823.89}]"
Erik Park,"931 Simpson Park
Lake Traci, AR 24651",2024-09-26,Expired,139.07,K7YB2EL6MC1J7HGG2,AR,Mercedes-Benz,Mercedes-Benz GLS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,76000,Online,2014,149246,1,Personal Ownership,13567,"[13292, 13608, 14436, 13356, 13566, 14119, 13406, 12672, 13937, 12633, 14221]",4,20,Rental,[]
Mason Santiago,"3932 Christian Meadow
Staceyborough, NC 73103",2024-09-22,Expired,146.72,UXAHK8ET0NT4WAJEB,NC,BMW,BMW 7 Series,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,87000,4S Stores,2020,56749,2,Company Ownership,11349,"[10389, 12449, 10456, 12400, 11055]",0,4,Personal,[]
Shane Brown,"6518 Tran Inlet Apt. 026
North Brucefurt, NE 88134",2024-09-12,Expired,143.74,L1CU9D77KYNMVGYM1,NE,BMW,BMW iX,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,83000,Online,2019,60430,0,Company Ownership,10071,"[9233, 10794, 9475, 9848, 10554, 10526]",0,10,Commercial,"[{'date': datetime.date(2024, 8, 21), 'amount': 4054.2}]"
Samuel Murphy,"265 Singh Divide Apt. 373
Jaredfort, OK 84453",2024-10-25,Expired,122.45,F20W080CDAPR9JP02,OK,BMW,BMW i4,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,56000,4S Stores,2016,104854,2,Company Ownership,11650,"[11836, 11553, 12449, 11868, 10325, 12797, 10359, 11315, 12352]",1,8,Commercial,"[{'date': datetime.date(2018, 7, 31), 'amount': 1003.74}]"
